State,City,Date,Year,Month,Domestic_Tourists,International_Tourists,Tourism_Revenue_Cr,Popular_Attraction,Average_Spending_per_Tourist,Number_of_Hotels,Average_Hotel_Price,Events_or_Festivals,Weather_Condition,Mode_of_Transport,Average_Transport_Cost,Local_Transport_Used,Average_Stay_Days,Hotel_Occupancy_Rate(%),Tourist_Satisfaction_Score,Adventure_Activities,Medical_Facilities
Odisha,Puri,01-03-2020,2020,March,20191,819,26975.73,Desert Safari,1.28,175,9397,Sports Event,Humid,Bus,3192.97,No,11.2,83.12,4.7,Yes,Good
Odisha,Puri,01-04-2020,2020,April,11188,4792,23112.13,River Rafting,1.45,438,8393.42,Sports Event,Sunny,Train,6771.11,Yes,11.2,59.55,3.4,No,Poor
Odisha,Puri,01-05-2020,2020,May,41743,3506,47260.77,River Rafting,1.04,234,7611.65,Dance Festival,Snowy,Bus,5510.06,No,7,86.87,3.5,Yes,Average
Odisha,Puri,01-06-2020,2020,June,48333,542,65816.26,Wildlife Sanctuary,1.35,222,2720.24,Religious Event,Cold,Flight,1522.39,Yes,12.1,86.15,4.1,No,Average
Odisha,Puri,01-07-2020,2020,July,42753,4700,63462.72,Cultural Festival,1.34,273,6102.8,Sports Event,Humid,Boat,3209.45,No,13,61.59,3.9,No,Poor
Odisha,Puri,01-08-2020,2020,August,29167,3090,43684.23,Hill Station,1.35,495,8947.42,Music Festival,Sunny,Boat,6043.78,Yes,6.5,85.66,4.4,Yes,Good
Odisha,Puri,01-09-2020,2020,September,42166,1053,58142.61,Wildlife Sanctuary,1.35,332,5873,Food Festival,Cloudy,Boat,2917.86,Yes,9,75.16,3.3,Yes,Average
Odisha,Puri,01-10-2020,2020,October,34821,4307,69156.19,Desert Safari,1.77,384,3514.14,Art Fair,Humid,Boat,6069.52,Yes,10.5,56.88,4.3,Yes,Good
Odisha,Puri,01-11-2020,2020,November,17777,3928,36966.54,Backwaters,1.7,282,9887.97,Crafts Mela,Cold,Car,5577.12,Yes,7.5,62.25,4,No,Good
Odisha,Puri,01-12-2020,2020,December,8138,3954,20916.63,Wildlife Sanctuary,1.73,79,1806.98,Festival,Cloudy,Bus,5778.88,No,9.4,94.12,4.9,Yes,Poor
Odisha,Puri,01-01-2021,2021,January,7138,3553,14673.02,Wildlife Sanctuary,1.37,421,9755.84,Crafts Mela,Humid,Bus,7299.06,No,12.1,85.08,3.1,Yes,Average
Odisha,Puri,01-02-2021,2021,February,19991,1283,21977.79,Cultural Festival,1.03,113,3717.97,Festival,Snowy,Car,4949.23,No,14.7,74.41,4.9,No,Average
Odisha,Puri,01-03-2021,2021,March,19448,1658,18502.51,Desert Safari,0.88,483,9046.25,Sports Event,Cloudy,Boat,7132.62,Yes,8,94.93,3.1,No,Poor
Odisha,Puri,01-04-2021,2021,April,5710,4734,19972.43,Desert Safari,1.91,51,1895.67,Art Fair,Cold,Car,3692.82,No,6.4,63.7,4.4,No,Good
Odisha,Puri,01-05-2021,2021,May,41240,2185,58727.32,River Rafting,1.35,60,4539.91,Crafts Mela,Cloudy,Train,3059.79,No,11.9,81.44,3.6,No,Poor
Odisha,Puri,01-06-2021,2021,June,39659,1865,49315.89,Beach,1.19,404,5950.75,Festival,Cold,Car,1507.53,No,3.7,84.56,4.7,No,Good
Odisha,Puri,01-07-2021,2021,July,42488,3722,72718.15,Museum,1.57,256,6514.04,Food Festival,Rainy,Car,2889.75,No,5.8,72.08,3.3,No,Poor
Odisha,Puri,01-08-2021,2021,August,9432,4855,30782.79,Fort,2.15,247,7592.05,Dance Festival,Snowy,Train,5131,Yes,14.2,55.26,4.8,No,Average
Odisha,Puri,01-09-2021,2021,September,24933,2526,19395.12,Hill Station,0.71,82,2685.74,Sports Event,Rainy,Flight,7477.43,Yes,2.1,75.98,4.9,Yes,Good
Odisha,Puri,01-10-2021,2021,October,11545,565,15127.59,Museum,1.25,275,2506.12,Dance Festival,Cloudy,Flight,7976.22,Yes,3,75.45,3,No,Poor
Odisha,Puri,01-11-2021,2021,November,22475,2378,29055.04,Beach,1.17,177,7581.39,Dance Festival,Sunny,Train,7969.04,Yes,6.4,51.36,3.1,Yes,Good
Odisha,Puri,01-12-2021,2021,December,48316,1827,55396.05,Backwaters,1.1,377,6885.9,Food Festival,Snowy,Boat,7344.91,Yes,10.3,80.81,4.3,Yes,Poor
Odisha,Puri,01-01-2022,2022,January,39005,799,37295.97,Desert Safari,0.94,389,8140.63,Food Festival,Snowy,Train,1959.74,Yes,6,59.75,3.1,No,Poor
Odisha,Puri,01-02-2022,2022,February,42366,1476,33467.58,Desert Safari,0.76,284,5250.42,Dance Festival,Cloudy,Bike,1680.9,Yes,8.1,50.75,3.3,Yes,Good
Odisha,Puri,01-03-2022,2022,March,47776,4400,63913.78,Desert Safari,1.22,377,8331.35,Crafts Mela,Sunny,Car,4170.6,No,2.8,63.81,3.8,Yes,Poor
Odisha,Puri,01-04-2022,2022,April,46792,3961,66465.59,Wildlife Sanctuary,1.31,210,1825,Festival,Rainy,Car,7567.98,No,10.3,76.14,4.3,Yes,Good
Odisha,Puri,01-05-2022,2022,May,20024,4607,36455.84,Desert Safari,1.48,78,6251.52,Art Fair,Rainy,Car,4214.4,No,5.7,79.7,4.7,Yes,Poor
Odisha,Puri,01-06-2022,2022,June,46730,4577,81509.24,Museum,1.59,279,5224.44,Art Fair,Cold,Boat,4171.7,Yes,10.8,71.02,4.1,Yes,Good
Odisha,Puri,01-07-2022,2022,July,40439,4560,44737.35,Cultural Festival,0.99,477,5420.16,Food Festival,Cold,Bus,711.86,Yes,9.7,75.65,4.1,No,Good
Odisha,Puri,01-08-2022,2022,August,35396,947,31005.28,Temple,0.85,267,9331.98,Art Fair,Snowy,Train,3722.95,No,6,88.39,4.9,No,Average
Odisha,Puri,01-09-2022,2022,September,32616,854,50310.17,Hill Station,1.5,155,6122.61,Food Festival,Cold,Boat,3289.71,Yes,10.2,76.93,3,No,Average
Odisha,Puri,01-10-2022,2022,October,26710,2569,28211.96,Backwaters,0.96,434,7942.56,Crafts Mela,Snowy,Train,2494.18,No,9.6,60.48,4.4,No,Good
Odisha,Puri,01-11-2022,2022,November,26963,2988,40865.59,Fort,1.36,366,5979.41,Dance Festival,Cloudy,Boat,6583.82,Yes,7.7,56.63,4.4,Yes,Average
Odisha,Puri,01-12-2022,2022,December,40880,4349,48144.45,Desert Safari,1.06,70,6665.55,Food Festival,Cold,Car,690.43,No,6.6,77.85,4,Yes,Average
Odisha,Puri,01-01-2023,2023,January,15261,3742,35219.74,Museum,1.85,375,5278.83,Crafts Mela,Snowy,Bus,3025.85,Yes,14.7,63.25,3.3,No,Average
Odisha,Puri,01-02-2023,2023,February,6802,4358,24369.88,Hill Station,2.18,460,8765.26,Crafts Mela,Cold,Boat,6756.13,Yes,4.3,65.86,4.9,Yes,Average
Odisha,Puri,01-03-2023,2023,March,8097,2170,15700.03,Fort,1.53,115,7954.19,Art Fair,Rainy,Train,1014.01,Yes,11.4,62.34,4.1,No,Poor
Odisha,Puri,01-04-2023,2023,April,15555,1252,12494.47,Fort,0.74,419,1569.37,Dance Festival,Snowy,Train,4841.24,Yes,3.6,77.04,4.3,Yes,Average
Odisha,Puri,01-05-2023,2023,May,6540,3352,18465.5,Desert Safari,1.87,473,6178.58,Music Festival,Cold,Car,3013.97,Yes,5.8,55.14,4.8,Yes,Average
Odisha,Puri,01-06-2023,2023,June,14631,3210,22512.88,Beach,1.26,492,7145.77,Dance Festival,Humid,Boat,2888.56,No,10.6,66.34,3,Yes,Poor
Odisha,Puri,01-07-2023,2023,July,38990,1915,48420.64,Desert Safari,1.18,186,3114.85,Food Festival,Snowy,Bus,3939.03,Yes,12.6,50.38,3,No,Poor
Odisha,Puri,01-08-2023,2023,August,16659,999,24908.67,Hill Station,1.41,375,7041.69,Religious Event,Cold,Bus,2716.32,Yes,13.8,55.23,4.3,No,Good
Odisha,Puri,01-09-2023,2023,September,38129,3805,47202.15,Wildlife Sanctuary,1.13,170,8616.45,Food Festival,Rainy,Flight,777.11,Yes,9.9,80.25,3.5,No,Average
Odisha,Puri,01-10-2023,2023,October,14251,2620,18220.4,Museum,1.08,166,8219.37,Music Festival,Snowy,Car,901.34,No,3.8,59.6,3.6,Yes,Average
Odisha,Puri,01-11-2023,2023,November,5193,3937,16508.12,Backwaters,1.81,55,2443.81,Art Fair,Snowy,Boat,4455.66,Yes,3.3,63.2,3.2,Yes,Good
Odisha,Puri,01-12-2023,2023,December,13672,1057,12309.01,Cultural Festival,0.84,398,2117.15,Festival,Sunny,Boat,6689.6,No,5.8,72.97,4.8,Yes,Good
Jharkhand,Ranchi,01-01-2019,2019,January,19743,2785,31451.43,Museum,1.4,311,9621.5,Sports Event,Humid,Bus,1186.32,Yes,13.1,75.13,4.1,No,Good
Jharkhand,Ranchi,01-02-2019,2019,February,27659,2798,33536.68,Wildlife Sanctuary,1.1,217,8333.5,Art Fair,Cold,Boat,5288.98,No,5.6,78.42,4.8,Yes,Average
Jharkhand,Ranchi,01-03-2019,2019,March,14405,1259,21160.71,Cultural Festival,1.35,228,8966.99,Music Festival,Cold,Bike,7104.68,Yes,8.5,93.67,3,Yes,Poor
Jharkhand,Ranchi,01-04-2019,2019,April,47826,2441,41446.02,Museum,0.82,298,9614.65,Crafts Mela,Cold,Car,7134.72,No,3,58.72,4.4,Yes,Average
Jharkhand,Ranchi,01-05-2019,2019,May,47214,3946,53542.14,Backwaters,1.05,487,3895.93,Festival,Cold,Boat,863.17,Yes,2.6,55.65,3.1,Yes,Poor
Jharkhand,Ranchi,01-06-2019,2019,June,19923,2217,33658.31,Beach,1.52,340,2489.12,Crafts Mela,Sunny,Bike,3556.48,Yes,7.3,63.59,3.1,No,Good
Jharkhand,Ranchi,01-07-2019,2019,July,20720,4221,43334.79,Cultural Festival,1.74,304,9038.79,Art Fair,Humid,Bus,4750.66,Yes,13.5,59.22,4.5,No,Poor
Jharkhand,Ranchi,01-08-2019,2019,August,24912,1667,33448.78,Museum,1.26,307,6861.13,Festival,Cold,Flight,7639.15,No,7.6,77.76,3.5,Yes,Poor
Jharkhand,Ranchi,01-09-2019,2019,September,26614,2772,34292.47,Temple,1.17,66,4185.43,Music Festival,Cold,Boat,3407.27,No,7.1,81.87,4.1,No,Poor
Jharkhand,Ranchi,01-10-2019,2019,October,19037,4889,38608.5,Hill Station,1.61,432,2266.56,Dance Festival,Sunny,Flight,2531.9,Yes,10.8,52.56,3.8,Yes,Poor
Jharkhand,Ranchi,01-11-2019,2019,November,46014,2200,71301.99,Fort,1.48,391,1962.65,Religious Event,Humid,Bus,6247.07,Yes,7.3,50.4,3.7,No,Average
Jharkhand,Ranchi,01-12-2019,2019,December,34274,517,27897.27,Temple,0.8,272,5459.14,Crafts Mela,Rainy,Bus,941.79,No,9.6,70.28,3.5,Yes,Average
Jharkhand,Ranchi,01-01-2020,2020,January,17263,1428,28908.77,River Rafting,1.55,482,6628.69,Sports Event,Cloudy,Boat,4921.35,No,4.5,89.94,4.4,No,Average
Jharkhand,Ranchi,01-02-2020,2020,February,48949,3321,78118.65,River Rafting,1.49,328,4376.05,Crafts Mela,Cold,Bus,7426.25,No,14.6,57.94,4.6,Yes,Average
Jharkhand,Ranchi,01-03-2020,2020,March,6139,3152,19824.39,Cultural Festival,2.13,307,6208.57,Religious Event,Cloudy,Boat,1591.6,Yes,7.7,78.23,3.1,No,Good
Jharkhand,Ranchi,01-04-2020,2020,April,7181,3550,20467.65,Temple,1.91,292,5839.11,Sports Event,Snowy,Boat,4249.84,No,11.5,76.81,4.9,No,Good
Jharkhand,Ranchi,01-05-2020,2020,May,48602,3604,41913.32,Fort,0.8,128,6778.85,Food Festival,Cloudy,Car,1699.48,Yes,14.6,55.1,4.3,Yes,Poor
Jharkhand,Ranchi,01-06-2020,2020,June,9154,1209,15347.15,Beach,1.48,175,4437.09,Sports Event,Snowy,Boat,3630.47,Yes,12.2,58.12,3.3,No,Good
Jharkhand,Ranchi,01-07-2020,2020,July,48656,2021,29929.18,Beach,0.59,447,2016.31,Art Fair,Humid,Bus,3161.34,Yes,7.4,82.54,3.7,Yes,Poor
Jharkhand,Ranchi,01-08-2020,2020,August,27551,1405,36155.78,Cultural Festival,1.25,171,4789.21,Crafts Mela,Sunny,Boat,6342.17,No,7.2,78.97,3.1,No,Good
Jharkhand,Ranchi,01-09-2020,2020,September,18520,4669,30574.49,Beach,1.32,167,2106.54,Sports Event,Sunny,Car,5720.62,Yes,4.1,86.9,4.1,No,Poor
Jharkhand,Ranchi,01-10-2020,2020,October,35788,685,20781.18,Desert Safari,0.57,198,5861,Crafts Mela,Cloudy,Train,5603.18,Yes,6.9,90.05,3.3,Yes,Average
Jharkhand,Ranchi,01-11-2020,2020,November,29266,3067,52210.5,Fort,1.61,128,1617.44,Festival,Humid,Bus,3397.1,No,4.2,78.14,4.8,No,Average
Jharkhand,Ranchi,01-12-2020,2020,December,31248,3325,28688.8,Museum,0.83,287,4084.37,Crafts Mela,Cloudy,Bike,2742.68,No,6.7,79.48,4.4,No,Good
Jharkhand,Ranchi,01-01-2021,2021,January,47520,2153,39689.03,River Rafting,0.8,416,4230.75,Sports Event,Snowy,Bike,6627.55,Yes,8.2,73.57,3.7,Yes,Poor
Jharkhand,Ranchi,01-02-2021,2021,February,30013,2761,43295.83,River Rafting,1.32,373,1614.71,Crafts Mela,Cold,Bike,563.97,No,12.8,58.91,4.9,Yes,Good
Jharkhand,Ranchi,01-03-2021,2021,March,13726,1044,17844.4,Wildlife Sanctuary,1.21,262,4022.38,Crafts Mela,Sunny,Bus,6205.13,Yes,10.2,51.8,4.6,No,Poor
Jharkhand,Ranchi,01-04-2021,2021,April,42605,3085,63324.16,Hill Station,1.39,477,1901.35,Dance Festival,Humid,Car,854.26,Yes,13.7,79.72,4.8,No,Poor
Jharkhand,Ranchi,01-05-2021,2021,May,14168,3657,19476.86,Fort,1.09,220,6328.82,Crafts Mela,Cloudy,Car,1872.6,Yes,10.9,51.75,4.9,Yes,Poor
Jharkhand,Ranchi,01-06-2021,2021,June,21515,3956,36278.89,Hill Station,1.42,81,1570.56,Art Fair,Rainy,Train,2945.44,Yes,14.6,60.8,3.2,No,Average
Jharkhand,Ranchi,01-07-2021,2021,July,15152,2072,22756.03,River Rafting,1.32,250,5265.42,Festival,Rainy,Car,7455.52,Yes,2.8,89.84,4.5,No,Poor
Jharkhand,Ranchi,01-08-2021,2021,August,36807,2422,50387.9,Fort,1.28,206,6297.56,Festival,Cold,Train,4290.15,Yes,6,58.59,3.5,Yes,Good
Jharkhand,Ranchi,01-09-2021,2021,September,33755,3234,57172.03,Hill Station,1.55,197,2461.44,Art Fair,Snowy,Car,3051.65,No,11.8,67.5,3.1,No,Poor
Jharkhand,Ranchi,01-10-2021,2021,October,10653,4656,30499.55,Fort,1.99,383,2306.21,Sports Event,Snowy,Train,2946.12,No,13,71.69,3.5,Yes,Poor
Jharkhand,Ranchi,01-11-2021,2021,November,27065,4376,46772.57,River Rafting,1.49,207,9852.85,Religious Event,Humid,Bike,2942.8,Yes,4.5,50.16,4.4,Yes,Poor
Jharkhand,Ranchi,01-12-2021,2021,December,23979,2167,23203.47,Backwaters,0.89,121,5751.45,Festival,Cloudy,Train,2029.39,Yes,14.8,52.34,3.7,No,Average
Jharkhand,Ranchi,01-01-2022,2022,January,28067,1434,19783.06,Beach,0.67,185,6644.9,Sports Event,Rainy,Flight,2846.97,Yes,6,93.35,3.9,Yes,Good
Jharkhand,Ranchi,01-02-2022,2022,February,18078,1138,21045.29,Fort,1.1,482,3196.97,Religious Event,Sunny,Bike,6508.39,Yes,5.8,84.31,3.3,No,Good
Jharkhand,Ranchi,01-03-2022,2022,March,32963,1530,43583.23,Cultural Festival,1.26,424,6229.52,Crafts Mela,Rainy,Bus,1276.17,Yes,10.3,52.09,4.6,Yes,Average
Jharkhand,Ranchi,01-04-2022,2022,April,40346,4544,40119.23,Beach,0.89,57,2047.26,Art Fair,Humid,Flight,5507.45,No,6.3,78.73,3.1,No,Poor
Jharkhand,Ranchi,01-05-2022,2022,May,14792,4329,32055.93,Beach,1.68,416,9753.14,Crafts Mela,Humid,Bike,5127.16,Yes,9.7,94.15,3,No,Average
Jharkhand,Ranchi,01-06-2022,2022,June,36763,3216,50323.3,River Rafting,1.26,118,8846.14,Religious Event,Snowy,Bike,5354.95,No,14,85.71,3.8,Yes,Good
Jharkhand,Ranchi,01-07-2022,2022,July,49569,4234,64066.29,Wildlife Sanctuary,1.19,405,1796.72,Religious Event,Sunny,Flight,6764.58,Yes,7.5,87.67,4.1,No,Good
Jharkhand,Ranchi,01-08-2022,2022,August,28219,1987,44531.83,Museum,1.47,418,9742.23,Food Festival,Sunny,Bike,4524.33,Yes,7,86.55,3.9,Yes,Good
Jharkhand,Ranchi,01-09-2022,2022,September,5109,4909,24775.38,River Rafting,2.47,465,6002.58,Music Festival,Cloudy,Boat,1201.58,No,9.1,66.39,4.8,No,Average
Jharkhand,Ranchi,01-10-2022,2022,October,16206,819,15405.6,Wildlife Sanctuary,0.9,416,1815.09,Sports Event,Cloudy,Train,732.91,No,13.6,55.97,4.6,No,Average
Jharkhand,Ranchi,01-11-2022,2022,November,31087,1230,47218.86,Museum,1.46,227,6570.32,Religious Event,Cloudy,Bike,3634.95,No,12,52.86,3.8,Yes,Good
Jharkhand,Ranchi,01-12-2022,2022,December,15732,2161,22988.93,Backwaters,1.28,170,8440.25,Art Fair,Snowy,Bike,5983.07,Yes,4.5,67.67,4,No,Average
Jharkhand,Ranchi,01-01-2023,2023,January,38955,514,43106.08,Fort,1.09,105,2755.45,Food Festival,Cold,Bus,5034.22,Yes,2.1,74.54,4.3,No,Poor
Jharkhand,Ranchi,01-02-2023,2023,February,16427,2383,18371.03,Wildlife Sanctuary,0.98,368,3767.76,Dance Festival,Snowy,Flight,7758.35,Yes,4,51.79,3.4,No,Poor
Jharkhand,Ranchi,01-03-2023,2023,March,45964,2596,55968.7,Museum,1.15,419,1737.42,Dance Festival,Cloudy,Car,3288.47,No,10.9,83.75,4.4,Yes,Poor
Jharkhand,Ranchi,01-04-2023,2023,April,9803,3151,24992.06,Temple,1.93,251,7725.87,Sports Event,Humid,Bike,7284.12,No,6.5,62.53,3.4,No,Good
Jharkhand,Ranchi,01-05-2023,2023,May,12440,3485,26663.1,Hill Station,1.67,252,9952.25,Crafts Mela,Sunny,Bike,6161.18,Yes,9.5,92.95,4.7,Yes,Poor
Jharkhand,Ranchi,01-06-2023,2023,June,11611,4682,23143.5,Beach,1.42,113,3963.19,Festival,Cold,Boat,5050.66,No,3.8,67.26,5,Yes,Good
Jharkhand,Ranchi,01-07-2023,2023,July,35391,2516,40058.98,Hill Station,1.06,233,8345.65,Sports Event,Cold,Boat,4405.26,No,8.8,93.34,3.6,No,Average
Jharkhand,Ranchi,01-08-2023,2023,August,41695,2661,41094.04,Cultural Festival,0.93,265,7274.49,Food Festival,Snowy,Bus,5584.4,No,3.4,87.26,4.3,Yes,Poor
Jharkhand,Ranchi,01-09-2023,2023,September,19376,661,25889.17,Beach,1.29,427,3294.11,Sports Event,Rainy,Train,5675.43,No,4.8,78.5,4.6,No,Poor
Jharkhand,Ranchi,01-10-2023,2023,October,33833,3897,33785.97,Temple,0.9,118,3637.64,Crafts Mela,Cold,Flight,4822.56,Yes,13.2,50.16,4.8,No,Average
Jharkhand,Ranchi,01-11-2023,2023,November,45896,4332,69219.47,Temple,1.38,320,8257.02,Crafts Mela,Snowy,Bike,693.08,No,7,64.81,4.1,No,Good
Jharkhand,Ranchi,01-12-2023,2023,December,45475,4484,75925.15,River Rafting,1.52,327,8456.92,Festival,Cloudy,Bus,7086.64,Yes,7.7,55.19,3.8,No,Average
Jharkhand,Jamshedpur,01-01-2019,2019,January,21877,1838,23619.71,Fort,1,155,8159.38,Food Festival,Snowy,Flight,1911.06,Yes,10.3,59.13,3.8,No,Poor
Jharkhand,Jamshedpur,01-02-2019,2019,February,19072,4475,44887.95,Wildlife Sanctuary,1.91,483,9994.13,Art Fair,Humid,Boat,3710.52,Yes,3.4,77.31,3.6,Yes,Average
Jharkhand,Jamshedpur,01-03-2019,2019,March,49755,659,41592.92,Fort,0.83,395,7259.14,Festival,Cold,Bus,4708.86,No,11.4,81.78,4.7,No,Poor
Jharkhand,Jamshedpur,01-04-2019,2019,April,26270,2726,42713.27,Temple,1.47,235,9762.45,Festival,Snowy,Car,1722.57,No,3.3,63.54,3.6,Yes,Average
Jharkhand,Jamshedpur,01-05-2019,2019,May,37234,2694,57236.61,Wildlife Sanctuary,1.43,129,3540.8,Food Festival,Snowy,Bus,4024.51,Yes,8.7,56.85,3.1,No,Good
Jharkhand,Jamshedpur,01-06-2019,2019,June,35903,4324,62889.07,Wildlife Sanctuary,1.56,215,3197.53,Sports Event,Cloudy,Train,5619.89,Yes,9.9,89.54,3.3,Yes,Good
Jharkhand,Jamshedpur,01-07-2019,2019,July,10450,3747,24425.94,Backwaters,1.72,208,7915.96,Art Fair,Cold,Boat,4189.92,No,4.1,63.8,3,Yes,Poor
Jharkhand,Jamshedpur,01-08-2019,2019,August,6677,4416,15726.82,Temple,1.42,449,4074.2,Crafts Mela,Sunny,Flight,7489.34,No,6.1,66.77,3.6,Yes,Average
Jharkhand,Jamshedpur,01-09-2019,2019,September,12098,3067,28192.29,Temple,1.86,303,5623.46,Festival,Humid,Bike,2945.33,Yes,6.4,50.83,4.1,Yes,Poor
Jharkhand,Jamshedpur,01-10-2019,2019,October,25599,1158,28583.04,Wildlife Sanctuary,1.07,80,5519.16,Food Festival,Cloudy,Car,5197.53,No,13.9,65.22,4.4,Yes,Good
Jharkhand,Jamshedpur,01-11-2019,2019,November,30082,1859,46351.6,Fort,1.45,413,9335.48,Dance Festival,Rainy,Flight,5913,No,9.5,83.15,3,Yes,Good
Jharkhand,Jamshedpur,01-12-2019,2019,December,45039,3874,51924.88,Museum,1.06,338,6634.26,Food Festival,Cold,Flight,6759.18,No,13.8,71.94,3.5,No,Poor
Jharkhand,Jamshedpur,01-01-2020,2020,January,49671,2327,41052.21,Hill Station,0.79,160,6468.49,Festival,Humid,Bike,5648.8,Yes,2.6,77.8,4.2,No,Good
Jharkhand,Jamshedpur,01-02-2020,2020,February,38324,4159,52745.85,Hill Station,1.24,393,7013.66,Food Festival,Rainy,Bike,2145.6,No,12.2,86.87,4.4,Yes,Average
Jharkhand,Jamshedpur,01-03-2020,2020,March,40504,3400,34245.69,Hill Station,0.78,388,4955.55,Food Festival,Snowy,Car,4816.12,Yes,9.5,94.23,3.5,Yes,Good
Jharkhand,Jamshedpur,01-04-2020,2020,April,43929,2693,46720.58,Temple,1,467,7250.37,Art Fair,Snowy,Train,7230.4,No,14.8,74.6,4.6,No,Average
Jharkhand,Jamshedpur,01-05-2020,2020,May,42619,2481,31903.16,Hill Station,0.71,58,9082.55,Crafts Mela,Humid,Bus,1149.66,Yes,2.2,69.31,4.3,No,Average
Jharkhand,Jamshedpur,01-06-2020,2020,June,10351,1509,17208.85,Backwaters,1.45,412,5638.47,Food Festival,Snowy,Bike,4393.02,Yes,3.2,60.99,4,Yes,Good
Jharkhand,Jamshedpur,01-07-2020,2020,July,35894,3765,38152.19,Museum,0.96,90,7561.89,Crafts Mela,Snowy,Bus,5732.08,No,5.1,89.04,3.5,Yes,Average
Jharkhand,Jamshedpur,01-08-2020,2020,August,31450,2782,32866.45,River Rafting,0.96,415,2944.94,Sports Event,Humid,Boat,2808.47,No,9.5,58.16,5,No,Poor
Jharkhand,Jamshedpur,01-09-2020,2020,September,13147,2553,24246.67,Desert Safari,1.54,396,3636.6,Sports Event,Sunny,Boat,3995.93,No,6.4,74.34,3.7,No,Good
Jharkhand,Jamshedpur,01-10-2020,2020,October,39083,1756,24656.21,Backwaters,0.6,154,3112.84,Crafts Mela,Rainy,Bike,3453.7,No,13.2,55.94,4.2,No,Good
Jharkhand,Jamshedpur,01-11-2020,2020,November,49297,1336,78660.22,Museum,1.55,218,7318.41,Crafts Mela,Snowy,Car,3611.62,Yes,14.4,59.94,3.5,No,Good
Jharkhand,Jamshedpur,01-12-2020,2020,December,26983,4754,59467.21,Backwaters,1.87,290,1943.63,Religious Event,Humid,Bus,7237.68,No,9.1,94.25,4.1,No,Average
Jharkhand,Jamshedpur,01-01-2021,2021,January,15714,1242,28284.11,Museum,1.67,445,7532.64,Music Festival,Sunny,Car,6371.75,No,3.4,58.55,4.6,Yes,Average
Jharkhand,Jamshedpur,01-02-2021,2021,February,5948,1424,8739.47,Cultural Festival,1.19,122,4260.88,Sports Event,Snowy,Train,4836.59,Yes,14.7,50.1,4.5,Yes,Average
Jharkhand,Jamshedpur,01-03-2021,2021,March,44200,4793,55630.62,River Rafting,1.14,61,8881.29,Crafts Mela,Cloudy,Bike,4248.65,Yes,8.5,92.24,4.1,Yes,Average
Jharkhand,Jamshedpur,01-04-2021,2021,April,24595,691,35441.95,Temple,1.4,85,7322.35,Crafts Mela,Snowy,Boat,6161.04,Yes,8.8,69.41,3.1,Yes,Average
Jharkhand,Jamshedpur,01-05-2021,2021,May,21162,1743,23770.93,Beach,1.04,306,9907.34,Sports Event,Humid,Flight,1363.37,No,2.4,86.07,4.6,No,Poor
Jharkhand,Jamshedpur,01-06-2021,2021,June,33380,2380,36247.19,Wildlife Sanctuary,1.01,115,5806.04,Crafts Mela,Humid,Car,1492.2,No,6.1,54.5,3.5,No,Average
Jharkhand,Jamshedpur,01-07-2021,2021,July,10722,4116,30641.34,Backwaters,2.07,204,5448.57,Religious Event,Sunny,Bus,2083.53,Yes,6.7,66.18,3.4,Yes,Good
Jharkhand,Jamshedpur,01-08-2021,2021,August,41463,3780,74889.34,Wildlife Sanctuary,1.66,334,2840.34,Dance Festival,Rainy,Boat,1164.76,Yes,12.4,87.89,3.6,No,Average
Jharkhand,Jamshedpur,01-09-2021,2021,September,16260,590,16227.7,Beach,0.96,76,3123.41,Music Festival,Snowy,Flight,5009.62,Yes,8.5,72.98,4.1,Yes,Average
Jharkhand,Jamshedpur,01-10-2021,2021,October,45426,3508,42989.52,Hill Station,0.88,348,7784.37,Dance Festival,Cloudy,Train,1094.88,Yes,5.4,92.05,3.7,Yes,Average
Jharkhand,Jamshedpur,01-11-2021,2021,November,20227,3791,43064.29,Museum,1.79,188,1891.81,Music Festival,Sunny,Car,2548.34,Yes,7.5,69.24,3.5,No,Good
Jharkhand,Jamshedpur,01-12-2021,2021,December,31949,1631,23118.31,Desert Safari,0.69,64,2066.81,Religious Event,Snowy,Bike,4490.44,Yes,4.6,52.73,4.9,No,Poor
Jharkhand,Jamshedpur,01-01-2022,2022,January,37178,1377,45825.69,Fort,1.19,111,8827.59,Crafts Mela,Cloudy,Flight,6182.43,No,15,92.19,3.5,Yes,Poor
Jharkhand,Jamshedpur,01-02-2022,2022,February,33683,2041,39109.43,Temple,1.09,220,4008.24,Religious Event,Sunny,Boat,7370.16,No,14.3,69.41,3.9,No,Poor
Jharkhand,Jamshedpur,01-03-2022,2022,March,41465,1176,45193.19,Wildlife Sanctuary,1.06,409,6056.36,Dance Festival,Snowy,Boat,2269.75,Yes,14.3,84.49,3.2,No,Average
Jharkhand,Jamshedpur,01-04-2022,2022,April,16589,863,26716.59,River Rafting,1.53,69,5042.74,Food Festival,Cloudy,Flight,2024.66,No,8.5,56.73,4.8,Yes,Good
Jharkhand,Jamshedpur,01-05-2022,2022,May,26416,1920,30284.63,River Rafting,1.07,406,5034.36,Music Festival,Cloudy,Bus,4459.77,No,5.8,64.27,4.8,No,Good
Jharkhand,Jamshedpur,01-06-2022,2022,June,44271,2644,55792.15,Fort,1.19,131,6667.73,Religious Event,Snowy,Flight,2274.12,Yes,2.6,71.77,3.8,No,Poor
